data_num,MQ7,MQ2,MQ4,MQ5,MQ5,MQ3,Label
4339,88,51,93,82,86,70,1
4340,89,51,93,82,86,70,1
4341,89,51,92,82,85,69,1
4342,89,52,95,82,85,68,1
4343,89,51,92,82,85,70,1
4344,89,51,94,82,85,69,1
4345,89,52,91,83,85,70,1
4346,89,51,96,82,85,70,1
4347,89,52,92,82,85,70,1
4348,91,53,93,80,83,70,1
4349,89,51,92,82,86,70,1
4350,89,51,93,83,85,70,1
4351,89,51,93,84,85,72,1
4352,90,51,93,82,85,69,1
4353,89,50,93,82,85,70,1
4354,89,49,93,81,85,70,1
4355,90,51,95,82,85,70,1
4356,89,52,93,82,85,72,1
4357,89,51,93,81,85,70,1
4358,89,52,93,82,85,70,1
4359,89,51,93,82,85,69,1
4360,88,51,93,82,84,70,1
4361,89,52,93,82,85,70,1
4362,89,51,92,82,85,69,1
4363,89,53,96,83,83,70,1
4364,90,51,93,82,85,70,1
4365,89,51,92,82,86,70,1
4366,90,51,94,82,84,69,1
4367,89,51,92,82,84,70,1
4368,89,52,93,84,83,70,1
4369,89,52,93,84,89,70,1
4370,89,52,93,88,85,70,1
4371,89,53,93,84,83,69,1
4372,89,51,93,82,85,70,1
4373,89,51,92,82,84,70,1
4374,89,52,93,84,85,72,1
4375,89,51,93,82,85,70,1
4376,89,51,94,82,84,70,1
4377,89,51,92,82,84,70,1
4378,89,51,94,83,85,71,1
4379,89,51,93,83,85,70,1
4380,89,51,94,82,84,69,1
4381,89,49,93,82,85,70,1
4382,90,50,93,82,85,70,1
4383,90,51,93,82,85,69,1
4384,90,51,93,82,86,70,1
4385,89,49,93,81,85,70,1
4386,89,50,93,82,85,70,1
4387,89,50,93,82,85,70,1
4388,89,52,93,80,84,71,1
4389,90,51,95,83,84,67,1
4390,89,51,93,81,85,69,1
4391,89,51,93,85,84,69,1
4392,89,50,93,82,85,71,1
4393,89,50,96,82,84,70,1
4394,89,50,95,82,85,69,1
4395,90,51,95,82,85,70,1
4396,90,51,95,82,86,70,1
4397,90,49,95,82,85,69,1
4398,89,52,96,83,85,70,1
4399,90,52,94,82,85,70,1
4400,90,51,94,82,85,70,1
4401,90,51,96,82,85,69,1
4402,90,51,94,82,85,70,1
4403,89,51,93,81,85,69,1
4404,89,51,93,81,85,69,1
4405,89,50,93,82,84,70,1
4406,90,51,95,82,86,70,1
4407,89,51,93,82,85,69,1
4408,89,51,93,81,85,69,1
4409,89,50,93,83,85,68,1
4410,89,51,94,82,87,70,1
4411,89,51,93,82,85,69,1
4412,89,51,93,80,85,70,1
4413,89,51,93,82,86,70,1
4414,89,51,94,83,85,69,1
4415,89,51,93,82,85,69,1
4416,89,51,93,82,85,70,1
4417,89,51,93,81,85,70,1
4418,89,51,93,82,85,69,1
4419,89,51,93,82,85,70,1
4420,89,51,93,83,83,69,1
4421,89,51,94,83,84,69,1
4422,89,51,93,82,85,69,1
4423,89,52,94,88,85,72,1
4424,89,51,93,83,85,69,1
4425,89,50,93,81,84,70,1
4426,89,49,92,82,85,70,1
4427,89,48,92,82,85,70,1
4428,89,49,93,81,85,70,1
4429,90,51,95,82,84,69,1
4430,89,51,93,82,85,68,1
4431,89,51,93,82,85,69,1
4432,89,50,93,82,85,68,1
4433,89,51,94,82,87,70,1
4434,89,51,93,82,85,69,1
4435,89,51,92,84,85,70,1
4436,89,51,93,81,82,69,1
4437,89,50,93,83,85,68,1
4438,89,51,94,82,86,70,1
4439,89,51,93,82,86,70,1
4440,89,51,93,82,87,70,1
4441,89,51,92,82,84,70,1
4442,89,51,93,82,85,69,1
4443,89,51,91,82,83,69,1
4444,89,51,93,82,85,70,1
4445,89,51,93,82,84,69,1
4446,89,51,92,82,85,69,1
4447,89,51,93,83,85,69,1
4448,89,51,93,82,85,69,1
4449,89,52,91,82,85,72,1
4450,89,51,93,82,87,73,1
4451,89,51,92,81,84,69,1
4452,89,53,93,82,83,70,1
4453,90,51,93,82,85,69,1
4454,90,51,92,82,84,69,1
4455,90,51,92,82,84,69,1
4456,90,51,94,82,84,70,1
4457,89,52,93,84,85,69,1
4458,89,53,93,81,83,69,1
4459,89,51,93,82,85,69,1
4460,89,51,93,82,85,70,1
4461,89,51,93,82,85,69,1
4462,89,51,93,82,85,69,1
4463,89,52,94,82,84,69,1
4464,89,51,93,84,85,71,1
4465,89,50,93,84,85,69,1
4466,89,50,92,82,85,70,1
4467,89,51,92,83,90,70,1
4468,89,51,93,83,85,72,1
4469,89,51,93,83,85,72,1
4470,89,51,94,83,85,69,1
4471,89,51,92,82,85,69,1
4472,89,51,93,82,85,70,1
4473,89,50,93,83,85,69,1
4474,89,50,93,82,85,70,1
4475,92,51,94,81,84,69,1
4476,89,49,93,81,85,70,1
4477,89,49,93,81,85,70,1
4478,89,49,93,82,85,69,1
4479,90,49,93,82,85,70,1
4480,89,49,93,83,85,70,1
4481,89,50,93,82,85,70,1
4482,91,51,95,82,84,69,1
4483,89,51,93,81,85,69,1
4484,89,49,92,81,85,69,1
4485,89,49,93,81,86,69,1
4486,89,50,93,82,85,69,1
4487,89,51,93,81,85,69,1
4488,89,51,95,82,87,69,1
4489,89,51,93,82,85,68,1
4490,89,?1,93,82,85,69,1
4491,88,51,93,82,85,69,1
4492,89,51,93,82,84,69,1
4493,89,51,93,81,85,69,1
4494,89,53,93,82,83,70,1
4495,89,51,92,82,84,70,1
4496,89,51,93,82,85,69,1
4497,89,51,93,83,85,71,1
4498,89,51,93,82,85,69,1
4499,89,51,93,83,85,69,1
4500,89,49,97,82,85,70,1
4501,89,50,93,82,85,69,1
4502,90,51,94,82,85,69,1
4503,89,51,93,81,85,69,1
4504,89,49,93,82,85,70,1
4505,90,51,95,82,85,67,1
4506,89,51,93,81,85,69,1
4507,89,51,93,81,85,69,1
4508,89,51,93,81,85,69,1
4509,89,51,93,81,85,69,1
4510,89,52,94,82,85,68,1
4511,90,51,95,82,86,70,1
4512,89,51,95,82,86,67,1
4513,89,51,96,81,84,69,1
4514,89,50,93,82,85,68,1
4515,89,50,94,82,87,69,1
4516,89,51,93,82,85,69,1
4517,89,54,93,82,85,70,1
4518,89,51,94,82,86,70,1
4519,89,51,93,82,85,69,1
4520,89,52,93,82,85,68,1
4521,88,50,93,82,85,69,1
4522,89,50,93,82,85,69,1
4523,89,51,91,82,85,70,1
4524,89,51,93,82,85,73,1
4525,89,50,93,82,85,69,1
4526,89,50,92,82,84,69,1
4527,89,51,92,82,84,70,1
4528,89,52,94,82,85,69,1
4529,89,53,93,84,88,72,1
4530,89,51,93,82,86,69,1
4531,89,50,92,82,85,69,1
4532,90,51,92,82,85,69,1
4533,89,51,92,81,85,69,1
4534,89,50,92,82,85,69,1
4535,89,51,93,81,85,70,1
4536,89,51,93,83,84,69,1
4537,89,51,93,82,85,69,1
4538,89,50,93,82,85,69,1
4539,89,51,93,83,85,68,1
4540,89,50,93,82,84,68,1
4541,89,50,93,81,85,68,1
4542,89,51,93,82,84,72,1
4543,89,51,94,82,86,69,1
4544,88,51,93,82,86,69,1
4545,88,50,93,82,86,69,1
4546,89,51,93,86,85,69,1
4547,89,51,97,82,85,68,1
4548,89,51,93,82,87,69,1
4549,89,51,94,82,85,68,1
4550,89,51,94,82,86,69,1
4551,89,51,94,81,85,69,1
4552,89,50,93,82,85,70,1
4553,89,51,93,83,87,70,1
4554,89,51,93,82,85,69,1
4555,89,51,90,81,85,68,1
4556,89,51,93,83,85,69,1
4557,88,51,93,82,84,68,1
4558,89,51,93,82,86,69,1
4559,89,51,91,81,84,68,1
4560,89,51,92,82,85,68,1
4561,89,50,92,82,85,69,1
4562,89,52,93,84,83,69,1
4563,89,51,92,82,84,69,1
4564,89,50,93,82,85,69,1
4565,89,50,93,82,85,71,1
4566,90,51,93,82,84,69,1
4567,89,50,93,82,85,70,1
4568,90,51,94,82,85,69,1
4569,90,50,93,82,85,68,1
4570,89,51,93,85,85,69,1
4571,89,51,95,81,87,69,1
4572,89,50,93,82,85,68,1
4573,89,51,94,82,87,70,1
4574,89,50,93,83,85,69,1
4575,89,53,93,82,85,68,1
4576,89,51,94,82,86,69,1
4577,89,51,93,82,85,69,1
4578,89,50,94,82,85,72,1
4579,89,51,93,82,85,69,1
4580,88,51,93,81,86,69,1
4581,88,50,93,81,86,70,1
4582,88,50,92,82,85,68,1
4583,89,51,93,83,85,69,1
4584,89,51,93,82,85,68,1
4585,88,51,93,82,85,69,1
4586,89,51,92,82,84,69,1
4587,89,52,91,82,85,69,1
4588,89,51,93,82,85,69,1
4589,89,51,93,82,85,71,1
4590,89,51,93,82,84,69,1
4591,89,53,93,83,83,72,1
4592,89,51,93,82,85,69,1
4593,89,50,92,82,86,69,1
4594,89,53,91,84,83,69,1
4595,89,52,91,82,83,70,1
4596,90,50,93,82,85,69,1
4597,89,51,92,82,85,69,1
4598,89,52,93,84,83,69,1
4599,89,52,93,84,85,70,1
4600,89,52,93,81,84,72,1
4601,120,73,100,85,85,117,1
4602,120,74,100,85,85,117,1
4603,120,73,100,85,85,116,1
4604,120,73,100,85,85,120,1
4605,120,73,100,85,85,116,1
4606,119,73,100,85,85,116,1
4607,120,72,99,84,84,116,1
4608,120,72,101,83,85,118,1
4609,119,72,100,86,84,116,1
4610,120,72,100,84,84,116,1
4611,120,72,100,85,85,116,1
4612,119,72,99,84,84,116,1
4613,119,72,100,85,85,115,1
4614,119,71,100,84,85,116,1
4615,120,72,100,84,84,114,1
4616,120,74,99,86,83,116,1
4617,120,72,100,85,85,116,1
4618,119,72,100,85,84,116,1
4619,119,72,99,84,84,116,1
4620,120,72,100,85,85,118,1
4621,120,72,100,89,83,116,1
4622,122,73,99,87,83,116,1
4623,119,73,100,85,84,116,1
4624,120,72,100,85,84,116,1
4625,120,72,102,83,85,115,1
4626,119,72,100,85,85,116,1
4627,119,72,99,85,86,115,1
4628,119,75,99,85,83,116,1
4629,120,72,100,84,85,116,1
4630,119,74,100,86,83,115,1
4631,120,72,100,84,85,116,1
4632,120,74,99,84,85,116,1
4633,120,72,100,84,85,116,1
4634,119,72,98,84,84,116,1
4635,119,72,101,85,86,115,1
4636,119,72,100,84,85,116,1
4637,119,70,100,84,85,116,1
4638,119,72,99,84,85,116,1
4639,119,72,100,84,85,116,1
4640,118,75,101,86,85,115,1
4641,120,72,99,83,85,119,1
4642,119,73,99,84,85,116,1
4643,119,72,100,84,85,116,1
4644,119,74,99,88,83,116,1
4645,120,72,100,84,85,116,1
4646,120,72,100,84,84,116,1
4647,120,73,101,83,85,115,1
4648,119,71,100,84,85,116,1
4649,119,71,99,84,85,116,1
4650,119,74,99,85,83,116,1
4651,121,74,99,84,85,116,1
4652,118,75,99,85,85,117,1
4653,119,72,100,87,85,116,1
4654,120,72,100,85,85,116,1
4655,119,72,100,84,86,115,1
4656,119,72,100,83,84,116,1
4657,119,72,99,84,85,116,1
4658,121,72,99,89,83,118,1
4659,119,72,103,84,85,116,1
4660,119,72,100,84,84,116,1
4661,119,72,101,84,86,115,1
4662,120,72,100,84,85,116,1
4663,119,74,100,84,85,116,1
4664,119,72,99,85,89,116,1
4665,119,72,100,84,84,116,1
4666,119,72,98,85,85,116,1
4667,120,72,102,83,85,115,1
4668,119,72,100,85,87,115,1
4669,119,71,100,84,87,116,1
4670,119,72,100,84,85,119,1
4671,119,72,103,84,84,116,1
4672,119,72,101,84,86,115,1
4673,120,72,100,86,84,116,1
4674,119,71,100,84,84,116,1
4675,119,72,99,84,85,114,1
4676,119,71,100,83,86,116,1
4677,119,72,100,84,85,115,1
4678,119,71,100,84,85,116,1
4679,119,72,100,84,85,115,1
4680,119,72,100,84,84,116,1
4681,120,72,101,84,85,115,1
4682,119,72,100,84,84,116,1
4683,119,71,100,85,85,116,1
4684,119,72,103,84,85,116,1
4685,119,73,98,84,84,116,1
4686,119,72,99,84,85,115,1
4687,120,72,100,83,84,116,1
4688,119,72,100,84,84,116,1
4689,119,72,99,84,85,118,1
4690,119,73,99,84,85,116,1
4691,119,71,100,84,85,116,1
4692,119,72,98,84,83,116,1
4693,119,72,101,85,87,115,1
4694,119,72,100,84,85,116,1
4695,119,70,99,84,85,116,1
4696,119,73,99,86,83,116,1
4697,119,72,100,85,85,116,1
4698,121,72,99,84,84,116,1
4699,119,72,100,84,84,115,1
4700,119,72,99,85,84,116,1
4701,119,75,100,84,85,115,1
4702,119,72,100,84,83,116,1
4703,119,72,100,83,87,115,1
4704,119,72,100,84,85,116,1
4705,119,72,99,84,85,116,1
4706,119,72,99,86,85,116,1
4707,119,72,100,84,84,116,1
4708,119,72,98,84,84,115,1
4709,119,72,99,89,85,115,1
4710,120,72,101,83,85,115,1
4711,119,72,98,84,85,116,1
4712,120,72,101,84,88,116,1
4713,119,74,99,87,85,115,1
4714,119,72,99,83,84,116,1
4715,119,72,99,84,84,115,1
4716,119,72,99,84,85,116,1
4717,119,71,99,85,85,114,1
4718,119,71,102,84,84,114,1
4719,120,72,101,83,85,115,1
4720,119,72,100,84,84,116,1
4721,120,72,99,84,85,115,1
4722,121,72,98,84,85,115,1
4723,119,72,101,84,86,115,1
4724,119,72,99,84,85,116,1
4725,119,72,99,84,84,114,1
4726,119,72,99,84,85,115,1
4727,119,72,99,84,85,115,1
4728,119,70,99,84,84,116,1
4729,119,72,100,84,85,117,1
4730,120,72,100,84,84,116,1
4731,119,72,100,84,84,116,1
4732,120,72,100,83,84,116,1
4733,119,72,99,84,84,116,1
4734,119,72,100,84,85,119,1
4735,119,72,99,85,84,116,1
4736,120,72,101,83,85,115,1
4737,119,72,99,84,85,116,1
4738,119,71,99,84,85,114,1
4739,119,72,100,85,84,117,1
4740,119,71,100,85,85,116,1
4741,119,72,100,84,84,116,1
4742,120,72,100,83,85,116,1
4743,119,72,99,84,84,116,1
4744,119,72,100,84,85,116,1
4745,119,72,100,84,84,115,1
4746,119,71,99,84,84,116,1
4747,119,72,99,84,85,116,1
4748,119,71,99,83,85,116,1
4749,119,72,99,84,85,117,1
4750,119,72,101,84,88,117,1
4751,119,72,99,84,84,116,1
4752,119,71,99,84,85,114,1
4753,119,71,99,84,85,115,1
4754,119,72,100,84,84,115,1
4755,119,71,100,84,87,115,1
4756,119,72,99,84,85,116,1
4757,119,71,99,86,85,114,1
4758,119,69,99,84,85,116,1
4759,119,72,102,84,84,116,1
4760,120,72,99,83,85,115,1
4761,119,72,99,84,85,115,1
4762,119,71,99,84,85,114,1
4763,119,72,99,85,84,117,1
4764,120,72,102,84,85,115,1
4765,119,72,99,84,85,115,1
4766,119,72,98,84,84,115,1
4767,119,72,99,84,85,115,1
4768,119,72,99,84,84,116,1
4769,118,71,99,84,85,115,1
4770,119,70,99,84,84,116,1
4771,119,72,99,85,85,117,1
4772,119,72,99,84,86,115,1
4773,119,70,99,84,85,115,1
4774,119,72,100,84,84,116,1
4775,120,72,101,84,84,115,1
4776,119,71,100,84,85,115,1
4777,121,71,100,84,85,115,1
4778,118,71,99,84,86,115,1
4779,120,71,100,83,85,116,1
4780,118,71,99,84,85,115,1
4781,118,70,99,86,85,116,1
4782,119,72,99,86,85,116,1
4783,119,72,100,84,84,114,1
4784,119,72,99,84,85,116,1
4785,118,72,99,84,85,115,1
4786,119,70,99,84,89,115,1
4787,119,73,99,86,85,116,1
4788,119,72,100,84,88,113,1
4789,119,72,98,84,84,115,1
4790,119,72,99,84,85,115,1
4791,119,72,99,84,85,115,1
4792,119,71,100,83,84,115,1
4793,119,71,101,83,84,115,1
4794,119,72,99,84,85,115,1
4795,119,72,99,84,85,114,1
4796,119,72,99,85,85,117,1
4797,119,71,98,84,85,115,1
4798,119,72,101,83,86,115,1
4799,118,72,97,84,85,115,1
4800,119,72,99,84,85,114,1
4801,100,61,90,77,81,73,1
4802,100,60,86,77,82,73,1
4803,100,61,87,77,82,72,1
4804,100,60,87,76,83,74,1
4805,101,61,89,77,84,74,1
4806,100,61,87,77,81,73,1
4807,99,61,86,77,82,73,1
4808,100,61,89,77,81,74,1
4809,100,62,86,84,83,75,1
4810,100,61,89,75,82,73,1
4811,100,60,87,76,83,72,1
4812,99,61,86,77,82,73,1
4813,100,60,87,76,83,73,1
4814,100,61,87,77,82,74,1
4815,100,61,89,78,84,73,1
4816,100,61,87,76,83,72,1
4817,99,60,86,77,83,73,1
4818,99,63,86,79,83,75,1
4819,100,64,88,77,84,73,1
4820,100,60,87,76,83,72,1
4821,99,61,86,77,82,73,1
4822,100,61,86,76,83,73,1
4823,100,61,87,77,83,74,1
4824,100,61,89,75,83,73,1
4825,100,61,87,76,83,74,1
4826,100,61,86,77,83,73,1
4827,100,63,86,77,83,73,1
4828,100,60,85,77,81,73,1
4829,99,61,86,77,82,73,1
4830,100,61,87,77,82,73,1
4831,99,60,86,76,83,73,1
4832,100,60,87,77,83,74,1
4833,100,60,85,77,81,73,1
4834,99,61,86,77,83,74,1
4835,100,60,87,77,83,73,1
4836,100,60,87,77,83,71,1
4837,100,60,88,77,84,74,1
4838,99,60,86,77,83,73,1
4839,100,60,86,79,83,74,1
4840,99,61,86,77,82,73,1
4841,100,60,89,77,84,73,1
4842,99,61,87,77,83,73,1
4843,100,62,91,77,83,73,1
4844,100,60,87,77,81,73,1
4845,99,59,87,77,82,73,1
4846,100,63,86,77,83,73,1
4847,100,60,86,78,82,72,1
4848,100,60,87,77,83,73,1
4849,99,62,84,77,84,73,1
4850,100,61,87,77,83,75,1
4851,100,60,87,77,83,73,1
4852,101,59,89,77,83,73,1
4853,100,60,87,77,83,73,1
4854,100,60,87,76,83,73,1
4855,100,60,89,77,84,73,1
4856,99,60,86,77,82,73,1
4857,99,59,86,76,82,73,1
4858,100,60,87,77,82,73,1
4859,100,60,87,76,82,72,1
4860,100,60,87,77,84,73,1
4861,99,60,86,77,83,73,1
4862,100,61,87,78,83,75,1
4863,100,60,87,77,83,73,1
4864,101,59,88,77,82,73,1
4865,100,61,87,77,82,73,1
4866,100,60,88,77,85,73,1
4867,100,61,87,76,82,74,1
4868,99,60,86,77,82,73,1
4869,100,60,87,77,82,73,1
4870,100,60,87,77,83,73,1
4871,100,60,88,76,87,71,1
4872,99,60,87,77,83,73,1
4873,99,61,87,77,83,73,1
4874,99,60,88,77,82,73,1
4875,100,60,87,77,83,72,1
4876,99,62,87,77,83,73,1
4877,100,59,86,77,82,73,1
4878,99,60,87,76,83,73,1
4879,99,58,86,77,82,73,1
4880,99,60,87,77,82,73,1
4881,99,60,87,77,83,73,1
4882,100,60,85,78,81,73,1
4883,100,60,86,77,82,72,1
4884,100,60,87,77,81,72,1
4885,99,60,87,77,83,73,1
4886,100,60,88,77,83,73,1
4887,99,62,87,77,83,72,1
4888,100,59,87,77,82,73,1
4889,99,62,87,76,82,71,1
4890,99,60,87,77,83,73,1
4891,100,60,87,77,81,72,1
4892,99,60,87,76,82,74,1
4893,100,60,86,76,82,73,1
4894,100,61,87,77,82,72,1
4895,99,60,86,77,82,73,1
4896,100,60,85,77,83,73,1
4897,100,60,87,77,82,72,1
4898,100,60,89,77,85,73,1
4899,100,59,88,75,82,73,1
4900,99,60,86,77,83,72,1
4901,100,60,87,77,82,73,1
4902,99,60,87,77,83,73,1
4903,100,60,85,80,84,73,1
4904,99,62,87,77,83,76,1
4905,99,62,87,78,87,73,1
4906,99,60,87,78,87,72,1
4907,99,60,86,77,82,72,1
4908,100,60,87,76,83,76,1
4909,99,60,87,77,87,73,1
4910,100,60,85,77,83,72,1
4911,99,61,87,79,83,73,1
4912,101,59,88,75,82,73,1
4913,100,60,86,78,83,70,1
4914,99,60,86,77,83,72,1
4915,99,60,87,77,81,72,1
4916,99,60,87,77,83,73,1
4917,99,60,89,76,83,72,1
4918,99,61,87,78,83,75,1
4919,100,59,89,77,84,73,1
4920,99,60,87,77,83,72,1
4921,99,60,85,77,81,72,1
4922,99,60,85,76,83,71,1
4923,99,61,87,76,83,76,1
4924,99,60,87,77,82,72,1
4925,99,60,87,76,83,72,1
4926,99,59,88,77,85,72,1
4927,99,60,85,77,83,72,1
4928,100,60,87,77,83,72,1
4929,99,59,86,77,82,72,1
4930,100,59,89,77,83,73,1
4931,99,60,87,77,83,72,1
4932,99,60,86,77,82,73,1
4933,99,60,87,79,83,74,1
4934,99,58,87,76,83,76,1
4935,99,62,87,79,83,72,1
4936,99,58,87,76,83,70,1
4937,100,60,87,76,82,71,1
4938,100,60,89,77,84,72,1
4939,99,61,87,79,83,74,1
4940,99,62,86,79,82,73,1
4941,100,59,86,77,82,73,1
4942,99,60,87,77,83,73,1
4943,99,60,86,77,83,72,1
4944,99,60,86,77,83,72,1
4945,99,60,90,77,82,72,1
4946,100,59,89,77,85,72,1
4947,99,62,87,77,83,72,1
4948,99,62,87,78,82,73,1
4949,99,60,87,77,83,72,1
4950,99,60,88,77,85,72,1
4951,99,60,85,77,81,72,1
4952,99,60,87,77,83,72,1
4953,99,59,89,77,85,72,1
4954,98,59,89,76,83,72,1
4955,99,59,86,77,86,72,1
4956,100,59,89,75,83,72,1
4957,100,60,87,77,83,72,1
4958,100,60,87,78,83,70,1
4959,99,60,87,77,83,72,1
4960,99,60,86,77,82,72,1
4961,100,59,92,81,83,71,1
4962,99,60,87,77,83,72,1
4963,99,60,84,77,83,72,1
4964,99,59,86,77,83,72,1
4965,100,59,87,75,81,72,1
4966,99,60,87,77,83,72,1
4967,99,60,85,77,81,72,1
4968,99,60,84,77,82,72,1
4969,100,59,87,77,83,72,1
4970,101,61,87,77,83,72,1
4971,99,60,87,77,82,70,1
4972,99,62,86,77,82,72,1
4973,99,60,86,76,83,72,1
4974,99,60,87,76,83,70,1
4975,99,62,86,77,83,72,1
4976,99,59,87,77,83,74,1
4977,99,58,87,76,83,71,1
4978,99,60,85,77,83,72,1
4979,99,59,87,78,82,72,1
4980,99,60,87,77,81,72,1
4981,99,61,87,77,83,72,1
4982,99,60,86,77,82,72,1
4983,99,58,87,76,83,71,1
4984,99,59,87,77,83,72,1
4985,99,60,87,77,82,72,1
4986,100,61,89,75,83,72,1
4987,99,60,87,77,83,72,1
4988,99,62,87,78,83,72,1
4989,99,58,87,76,83,72,1
4990,100,59,88,77,85,72,1
4991,99,60,87,78,82,72,1
4992,99,61,87,79,83,72,1
4993,99,60,86,76,82,73,1
4994,99,60,87,77,84,72,1
4995,99,60,86,77,82,72,1
4996,100,60,87,78,83,72,1
4997,99,60,87,78,83,71,1
4998,99,60,89,78,83,72,1
4999,99,60,86,77,84,72,1
5000,99,60,87,77,83,72,1
5001,103,53,94,81,84,71,1
5002,103,54,93,81,85,71,1
5003,105,54,96,82,86,71,1
5004,103,55,94,81,84,71,1
5005,103,54,94,80,83,74,1
5006,103,54,95,82,86,71,1
5007,103,54,93,82,85,70,1
5008,103,54,94,82,84,71,1
5009,103,56,96,84,83,71,1
5010,103,56,93,82,83,72,1
5011,103,54,94,82,84,71,1
5012,103,54,94,81,84,71,1
5013,103,53,94,81,85,72,1
5014,105,54,96,81,85,71,1
5015,103,54,94,82,84,71,1
5016,103,54,96,81,86,71,1
5017,103,54,94,82,84,70,1
5018,103,54,95,81,84,71,1
5019,103,54,94,82,82,71,1
5020,103,54,98,80,85,70,1
5021,103,54,93,82,84,71,1
5022,103,53,94,82,84,71,1
5023,103,56,94,82,83,71,1
5024,103,54,93,82,84,71,1
5025,103,54,94,82,84,71,1
5026,103,55,94,84,83,72,1
5027,104,54,96,82,85,71,1
5028,103,54,94,82,84,71,1
5029,103,55,95,83,84,73,1
5030,103,54,93,82,85,74,1
5031,104,54,94,82,84,71,1
5032,103,53,92,84,83,72,1
5033,103,53,94,81,84,71,1
5034,104,54,96,82,84,74,1
5035,103,53,94,81,89,72,1
5036,103,54,94,82,84,70,1
5037,103,54,96,81,86,71,1
5038,103,53,94,81,84,69,1
5039,103,54,94,82,84,70,1
5040,104,54,95,82,86,71,1
5041,104,53,94,81,84,71,1
5042,103,54,93,82,85,71,1
5043,103,56,94,81,83,74,1
5044,103,54,95,81,84,71,1
5045,103,54,93,82,84,71,1
5046,103,54,94,87,89,71,1
5047,104,54,94,81,84,71,1
5048,103,54,94,82,84,70,1
5049,103,54,91,82,84,70,1
5050,104,54,96,82,85,71,1
5051,103,54,94,82,84,70,1
5052,103,53,94,81,84,69,1
5053,103,54,95,81,85,71,1
5054,103,54,94,82,84,71,1
5055,103,54,94,80,83,70,1
5056,103,54,93,82,84,71,1
5057,103,54,94,82,84,71,1
5058,103,54,95,83,83,71,1
5059,103,54,93,82,85,71,1
5060,103,54,95,81,82,71,1
5061,103,55,94,84,83,73,1
5062,103,54,93,82,84,71,1
5063,103,54,93,82,84,71,1
5064,104,53,94,82,84,71,1
5065,103,56,98,81,84,71,1
5066,104,54,95,82,84,71,1
5067,104,53,94,81,83,71,1
5068,103,54,94,82,84,70,1
5069,106,54,96,82,85,71,1
5070,103,54,94,81,84,69,1
5071,104,52,94,86,83,70,1
5072,103,54,95,82,86,71,1
5073,103,54,94,81,84,71,1
5074,103,54,95,80,85,70,1
5075,103,54,93,82,85,72,1
5076,103,54,94,82,85,71,1
5077,104,54,94,82,84,71,1
5078,103,56,94,84,88,71,1
5079,104,54,92,82,84,71,1
5080,104,53,96,82,85,70,1
5081,103,53,94,82,85,73,1
5082,105,54,94,82,84,71,1
5083,103,54,94,80,84,71,1
5084,103,53,94,81,84,69,1
5085,103,54,95,82,86,71,1
5086,103,54,94,81,84,70,1
5087,103,54,94,81,84,71,1
5088,103,54,93,82,84,71,1
5089,103,55,94,82,83,71,1
5090,103,57,94,83,83,71,1
5091,103,54,93,82,85,71,1
5092,104,54,94,82,84,71,1
5093,103,55,94,84,83,73,1
5094,103,54,94,82,84,71,1
5095,104,54,94,82,84,71,1
5096,103,53,94,84,85,70,1
5097,103,54,94,82,84,71,1
5098,104,54,94,82,84,71,1
5099,103,54,93,82,85,73,1
5100,103,54,93,82,85,71,1
5101,104,54,96,81,84,71,1
5102,103,54,94,82,84,70,1
5103,103,54,94,82,84,70,1
5104,103,54,96,82,86,71,1
5105,103,53,94,81,85,69,1
5106,103,54,94,82,84,70,1
5107,103,54,94,82,86,75,1
5108,103,55,94,82,89,71,1
5109,103,55,94,82,84,70,1
5110,103,54,95,82,85,71,1
5111,103,54,94,82,84,71,1
5112,103,54,93,81,85,71,1
5113,103,56,96,85,83,72,1
5114,103,54,94,82,84,71,1
5115,103,54,94,82,84,71,1
5116,103,53,94,81,84,72,1
5117,104,54,95,82,84,71,1
5118,103,54,94,82,83,74,1
5119,103,54,94,79,84,69,1
5120,103,54,95,83,86,70,1
5121,103,54,94,82,84,70,1
5122,103,54,94,82,84,71,1
5123,103,53,93,82,84,71,1
5124,103,54,94,82,84,71,1
5125,103,56,94,83,83,71,1
5126,103,57,93,81,84,70,1
5127,103,55,94,82,84,71,1
5128,103,55,94,84,84,72,1
5129,103,54,93,84,84,71,1
5130,104,54,94,82,82,71,1
5131,103,53,94,83,84,73,1
5132,103,54,94,82,84,71,1
5133,103,54,94,82,82,71,1
5134,103,53,94,81,84,72,1
5135,103,54,94,82,84,71,1
5136,105,54,95,81,84,71,1
5137,103,53,94,81,84,71,1
5138,103,54,94,84,84,74,1
5139,104,54,97,82,86,71,1
5140,104,54,94,81,84,69,1
5141,103,54,94,82,85,70,1
5142,103,54,95,82,87,71,1
5143,103,54,95,82,85,72,1
5144,103,54,94,82,84,70,1
5145,103,54,93,82,85,71,1
5146,103,54,94,81,85,69,1
5147,103,54,93,82,85,71,1
5148,103,56,94,84,83,71,1
5149,103,54,94,81,84,72,1
5150,103,54,94,82,84,71,1
5151,103,53,94,82,84,72,1
5152,103,54,94,81,84,71,1
5153,103,54,94,80,84,71,1
5154,103,53,94,81,84,72,1
5155,103,54,94,82,84,71,1
5156,103,54,94,82,84,70,1
5157,103,54,94,81,84,71,1
5158,103,54,96,82,85,71,1
5159,104,54,94,81,84,71,1
